y,Output,USO0,DJIA0,UNG0,USO1,DJIA1,UNG1,USO2,DJIA2,UNG2,USO3,DJIA3,UNG3,USO4,DJIA4,UNG4
951,1.22,-0.02,1.3,-0.18,-0.11,0.72,0.09,-0.2,1.35,-0.1,0.13,0.42,0.14,-0.32,0.02,-0.06
952,0.64,1.22,-0.21,0.16,-0.02,1.3,-0.18,-0.11,0.72,0.09,-0.2,1.35,-0.1,0.13,0.42,0.14
953,-1.2,0.64,0.54,-0.19,1.22,-0.21,0.16,-0.02,1.3,-0.18,-0.11,0.72,0.09,-0.2,1.35,-0.1
954,0.77,-1.2,0.45,-0.31,0.64,0.54,-0.19,1.22,-0.21,0.16,-0.02,1.3,-0.18,-0.11,0.72,0.09
955,-0.81,0.77,-2.29,0.14,-1.2,0.45,-0.31,0.64,0.54,-0.19,1.22,-0.21,0.16,-0.02,1.3,-0.18
956,0.31,-0.81,1.2,-0.46,0.77,-2.29,0.14,-1.2,0.45,-0.31,0.64,0.54,-0.19,1.22,-0.21,0.16
957,-1.17,0.31,-0.94,0.02,-0.81,1.2,-0.46,0.77,-2.29,0.14,-1.2,0.45,-0.31,0.64,0.54,-0.19
958,-0.62,-1.17,-0.13,-0.14,0.31,-0.94,0.02,-0.81,1.2,-0.46,0.77,-2.29,0.14,-1.2,0.45,-0.31
959,0.18,-0.62,-1.09,-0.23,-1.17,-0.13,-0.14,0.31,-0.94,0.02,-0.81,1.2,-0.46,0.77,-2.29,0.14
960,1.24,0.18,-1.15,-0.2,-0.62,-1.09,-0.23,-1.17,-0.13,-0.14,0.31,-0.94,0.02,-0.81,1.2,-0.46
961,-0.45,1.24,1.12,-0.27,0.18,-1.15,-0.2,-0.62,-1.09,-0.23,-1.17,-0.13,-0.14,0.31,-0.94,0.02
962,0.47,-0.45,-0.79,-0.04,1.24,1.12,-0.27,0.18,-1.15,-0.2,-0.62,-1.09,-0.23,-1.17,-0.13,-0.14
963,0.57,0.47,-0.58,0.09,-0.45,-0.79,-0.04,1.24,1.12,-0.27,0.18,-1.15,-0.2,-0.62,-1.09,-0.23
964,1.08,0.57,0.75,0.22,0.47,-0.58,0.09,-0.45,-0.79,-0.04,1.24,1.12,-0.27,0.18,-1.15,-0.2
965,0.09,1.08,0.25,0.09,0.57,0.75,0.22,0.47,-0.58,0.09,-0.45,-0.79,-0.04,1.24,1.12,-0.27
966,0.13,0.09,0.78,-0.36,1.08,0.25,0.09,0.57,0.75,0.22,0.47,-0.58,0.09,-0.45,-0.79,-0.04
967,-0.13,0.13,0.46,-0.1,0.09,0.78,-0.36,1.08,0.25,0.09,0.57,0.75,0.22,0.47,-0.58,0.09
968,0.28,-0.13,0.19,0.01,0.13,0.46,-0.1,0.09,0.78,-0.36,1.08,0.25,0.09,0.57,0.75,0.22
969,0.96,0.28,-0.06,-0.4,-0.13,0.19,0.01,0.13,0.46,-0.1,0.09,0.78,-0.36,1.08,0.25,0.09
970,-0.65,0.96,0.82,-0.01,0.28,-0.06,-0.4,-0.13,0.19,0.01,0.13,0.46,-0.1,0.09,0.78,-0.36
971,0.04,-0.65,-0.03,-0.24,0.96,0.82,-0.01,0.28,-0.06,-0.4,-0.13,0.19,0.01,0.13,0.46,-0.1
972,0.73,0.04,0.15,-0.31,-0.65,-0.03,-0.24,0.96,0.82,-0.01,0.28,-0.06,-0.4,-0.13,0.19,0.01
973,0.38,0.73,0.71,0.32,0.04,0.15,-0.31,-0.65,-0.03,-0.24,0.96,0.82,-0.01,0.28,-0.06,-0.4
974,-0.05,0.38,0.9,0.28,0.73,0.71,0.32,0.04,0.15,-0.31,-0.65,-0.03,-0.24,0.96,0.82,-0.01
975,1.57,-0.05,0.64,-0.3,0.38,0.9,0.28,0.73,0.71,0.32,0.04,0.15,-0.31,-0.65,-0.03,-0.24
976,0.13,1.57,-1.8,0.02,-0.05,0.64,-0.3,0.38,0.9,0.28,0.73,0.71,0.32,0.04,0.15,-0.31
977,0.51,0.13,-0.53,0.31,1.57,-1.8,0.02,-0.05,0.64,-0.3,0.38,0.9,0.28,0.73,0.71,0.32
978,0.08,0.51,-0.51,-0.01,0.13,-0.53,0.31,1.57,-1.8,0.02,-0.05,0.64,-0.3,0.38,0.9,0.28
979,-0.95,0.08,0.83,0.08,0.51,-0.51,-0.01,0.13,-0.53,0.31,1.57,-1.8,0.02,-0.05,0.64,-0.3
980,-1.67,-0.95,-0.14,0.28,0.08,0.83,0.08,0.51,-0.51,-0.01,0.13,-0.53,0.31,1.57,-1.8,0.02
981,0.14,-1.67,-0.76,0.07,-0.95,-0.14,0.28,0.08,0.83,0.08,0.51,-0.51,-0.01,0.13,-0.53,0.31
982,-0.25,0.14,-0.78,-0.09,-1.67,-0.76,0.07,-0.95,-0.14,0.28,0.08,0.83,0.08,0.51,-0.51,-0.01
983,-0.38,-0.25,-0.1,-0.23,0.14,-0.78,-0.09,-1.67,-0.76,0.07,-0.95,-0.14,0.28,0.08,0.83,0.08
984,0.23,-0.38,0.18,0.06,-0.25,-0.1,-0.23,0.14,-0.78,-0.09,-1.67,-0.76,0.07,-0.95,-0.14,0.28
985,0.69,0.23,-0.23,-0.53,-0.38,0.18,0.06,-0.25,-0.1,-0.23,0.14,-0.78,-0.09,-1.67,-0.76,0.07
986,0.72,0.69,0.09,0.38,0.23,-0.23,-0.53,-0.38,0.18,0.06,-0.25,-0.1,-0.23,0.14,-0.78,-0.09
987,0.13,0.72,0.76,-0.05,0.69,0.09,0.38,0.23,-0.23,-0.53,-0.38,0.18,0.06,-0.25,-0.1,-0.23
988,-1.74,0.13,0.4,0.53,0.72,0.76,-0.05,0.69,0.09,0.38,0.23,-0.23,-0.53,-0.38,0.18,0.06
989,0.49,-1.74,0.88,-0.68,0.13,0.4,0.53,0.72,0.76,-0.05,0.69,0.09,0.38,0.23,-0.23,-0.53
990,-0.08,0.49,-0.15,0.96,-1.74,0.88,-0.68,0.13,0.4,0.53,0.72,0.76,-0.05,0.69,0.09,0.38
991,0.47,-0.08,0.77,-0.59,0.49,-0.15,0.96,-1.74,0.88,-0.68,0.13,0.4,0.53,0.72,0.76,-0.05
992,0.14,0.47,0.44,0.39,-0.08,0.77,-0.59,0.49,-0.15,0.96,-1.74,0.88,-0.68,0.13,0.4,0.53
993,-0.16,0.14,-0.14,0.46,0.47,0.44,0.39,-0.08,0.77,-0.59,0.49,-0.15,0.96,-1.74,0.88,-0.68
994,0.14,-0.16,0.88,-0.31,0.14,-0.14,0.46,0.47,0.44,0.39,-0.08,0.77,-0.59,0.49,-0.15,0.96
995,-0.96,0.14,0.21,-0.69,-0.16,0.88,-0.31,0.14,-0.14,0.46,0.47,0.44,0.39,-0.08,0.77,-0.59
996,-0.52,-0.96,-0.11,-0.33,0.14,0.21,-0.69,-0.16,0.88,-0.31,0.14,-0.14,0.46,0.47,0.44,0.39
997,-0.26,-0.52,-1.39,-0.27,-0.96,-0.11,-0.33,0.14,0.21,-0.69,-0.16,0.88,-0.31,0.14,-0.14,0.46
998,1.15,-0.26,0.34,-0.36,-0.52,-1.39,-0.27,-0.96,-0.11,-0.33,0.14,0.21,-0.69,-0.16,0.88,-0.31
999,0.19,1.15,-0.81,0.03,-0.26,0.34,-0.36,-0.52,-1.39,-0.27,-0.96,-0.11,-0.33,0.14,0.21,-0.69
1000,-1.3,0.19,0.32,-0.06,1.15,-0.81,0.03,-0.26,0.34,-0.36,-0.52,-1.39,-0.27,-0.96,-0.11,-0.33
1001,-0.26,-1.3,0.2,-0.13,0.19,0.32,-0.06,1.15,-0.81,0.03,-0.26,0.34,-0.36,-0.52,-1.39,-0.27
1002,-0.08,-0.26,0.03,0.12,-1.3,0.2,-0.13,0.19,0.32,-0.06,1.15,-0.81,0.03,-0.26,0.34,-0.36
1003,-0.3,-0.08,-0.3,-0.1,-0.26,0.03,0.12,-1.3,0.2,-0.13,0.19,0.32,-0.06,1.15,-0.81,0.03
1004,1.79,-0.3,1.05,-0.58,-0.08,-0.3,-0.1,-0.26,0.03,0.12,-1.3,0.2,-0.13,0.19,0.32,-0.06
1005,1.51,1.79,0.64,-0.04,-0.3,1.05,-0.58,-0.08,-0.3,-0.1,-0.26,0.03,0.12,-1.3,0.2,-0.13
1006,0.21,1.51,1.44,-0.07,1.79,0.64,-0.04,-0.3,1.05,-0.58,-0.08,-0.3,-0.1,-0.26,0.03,0.12
1007,-1.58,0.21,0.42,-0.34,1.51,1.44,-0.07,1.79,0.64,-0.04,-0.3,1.05,-0.58,-0.08,-0.3,-0.1
1008,0.12,-1.58,-0.26,-0.14,0.21,0.42,-0.34,1.51,1.44,-0.07,1.79,0.64,-0.04,-0.3,1.05,-0.58
1009,0.38,0.12,-0.66,-0.05,-1.58,-0.26,-0.14,0.21,0.42,-0.34,1.51,1.44,-0.07,1.79,0.64,-0.04
1010,-0.38,0.38,0.05,-0.18,0.12,-0.66,-0.05,-1.58,-0.26,-0.14,0.21,0.42,-0.34,1.51,1.44,-0.07
1011,-0.19,-0.38,1.22,-0.05,0.38,0.05,-0.18,0.12,-0.66,-0.05,-1.58,-0.26,-0.14,0.21,0.42,-0.34
1012,-0.5,-0.19,-0.61,-0.13,-0.38,1.22,-0.05,0.38,0.05,-0.18,0.12,-0.66,-0.05,-1.58,-0.26,-0.14
1013,0.21,-0.5,0.01,-0.31,-0.19,-0.61,-0.13,-0.38,1.22,-0.05,0.38,0.05,-0.18,0.12,-0.66,-0.05
1014,0.22,0.21,0.24,-0.84,-0.5,0.01,-0.31,-0.19,-0.61,-0.13,-0.38,1.22,-0.05,0.38,0.05,-0.18
1015,0.25,0.22,-0.61,0.15,0.21,0.24,-0.84,-0.5,0.01,-0.31,-0.19,-0.61,-0.13,-0.38,1.22,-0.05
1016,-0.01,0.25,-0.3,-0.07,0.22,-0.61,0.15,0.21,0.24,-0.84,-0.5,0.01,-0.31,-0.19,-0.61,-0.13
1017,1.67,-0.01,0.6,0.57,0.25,-0.3,-0.07,0.22,-0.61,0.15,0.21,0.24,-0.84,-0.5,0.01,-0.31
1018,1.13,1.67,0.39,0.07,-0.01,0.6,0.57,0.25,-0.3,-0.07,0.22,-0.61,0.15,0.21,0.24,-0.84
1019,-1.45,1.13,0.2,0.53,1.67,0.39,0.07,-0.01,0.6,0.57,0.25,-0.3,-0.07,0.22,-0.61,0.15
1020,-0.02,-1.45,-0.16,-0.31,1.13,0.2,0.53,1.67,0.39,0.07,-0.01,0.6,0.57,0.25,-0.3,-0.07
1021,0.01,-0.02,0,-0.17,-1.45,-0.16,-0.31,1.13,0.2,0.53,1.67,0.39,0.07,-0.01,0.6,0.57
1022,0.53,0.01,0.38,0.14,-0.02,0,-0.17,-1.45,-0.16,-0.31,1.13,0.2,0.53,1.67,0.39,0.07
1023,1.46,0.53,0.28,0.31,0.01,0.38,0.14,-0.02,0,-0.17,-1.45,-0.16,-0.31,1.13,0.2,0.53
1024,0.8,1.46,0.57,-0.87,0.53,0.28,0.31,0.01,0.38,0.14,-0.02,0,-0.17,-1.45,-0.16,-0.31
1025,-0.37,0.8,1.73,0.57,1.46,0.57,-0.87,0.53,0.28,0.31,0.01,0.38,0.14,-0.02,0,-0.17
1026,0.11,-0.37,0.12,0.04,0.8,1.73,0.57,1.46,0.57,-0.87,0.53,0.28,0.31,0.01,0.38,0.14
1027,0.4,0.11,0.04,0.08,-0.37,0.12,0.04,0.8,1.73,0.57,1.46,0.57,-0.87,0.53,0.28,0.31
1028,0.67,0.4,0.45,-0.06,0.11,0.04,0.08,-0.37,0.12,0.04,0.8,1.73,0.57,1.46,0.57,-0.87
1029,0.57,0.67,0.24,0.73,0.4,0.45,-0.06,0.11,0.04,0.08,-0.37,0.12,0.04,0.8,1.73,0.57
1030,-0.75,0.57,1.12,-0.37,0.67,0.24,0.73,0.4,0.45,-0.06,0.11,0.04,0.08,-0.37,0.12,0.04
1031,0.31,-0.75,1.61,0.11,0.57,1.12,-0.37,0.67,0.24,0.73,0.4,0.45,-0.06,0.11,0.04,0.08
1032,0.24,0.31,0.12,-0.09,-0.75,1.61,0.11,0.57,1.12,-0.37,0.67,0.24,0.73,0.4,0.45,-0.06
1033,-0.1,0.24,1.62,-0.06,0.31,0.12,-0.09,-0.75,1.61,0.11,0.57,1.12,-0.37,0.67,0.24,0.73
1034,-1.06,-0.1,0.03,0.06,0.24,1.62,-0.06,0.31,0.12,-0.09,-0.75,1.61,0.11,0.57,1.12,-0.37
1035,-0.7,-1.06,-0.47,-0.01,-0.1,0.03,0.06,0.24,1.62,-0.06,0.31,0.12,-0.09,-0.75,1.61,0.11
1036,0.05,-0.7,0,-0.32,-1.06,-0.47,-0.01,-0.1,0.03,0.06,0.24,1.62,-0.06,0.31,0.12,-0.09
1037,-0.22,0.05,-1.61,0.23,-0.7,0,-0.32,-1.06,-0.47,-0.01,-0.1,0.03,0.06,0.24,1.62,-0.06
1038,-1.24,-0.22,1.04,-0.28,0.05,-1.61,0.23,-0.7,0,-0.32,-1.06,-0.47,-0.01,-0.1,0.03,0.06
1039,-0.57,-1.24,-1.01,0.05,-0.22,1.04,-0.28,0.05,-1.61,0.23,-0.7,0,-0.32,-1.06,-0.47,-0.01
1040,0.6,-0.57,0.05,-0.04,-1.24,-1.01,0.05,-0.22,1.04,-0.28,0.05,-1.61,0.23,-0.7,0,-0.32
1041,-0.39,0.6,-0.67,-0.2,-0.57,0.05,-0.04,-1.24,-1.01,0.05,-0.22,1.04,-0.28,0.05,-1.61,0.23
1042,0.49,-0.39,0.74,0.5,0.6,-0.67,-0.2,-0.57,0.05,-0.04,-1.24,-1.01,0.05,-0.22,1.04,-0.28
1043,-0.18,0.49,-0.19,0.19,-0.39,0.74,0.5,0.6,-0.67,-0.2,-0.57,0.05,-0.04,-1.24,-1.01,0.05
1044,0.74,-0.18,2.03,0,0.49,-0.19,0.19,-0.39,0.74,0.5,0.6,-0.67,-0.2,-0.57,0.05,-0.04
1045,-0.75,0.74,-0.71,-0.12,-0.18,2.03,0,0.49,-0.19,0.19,-0.39,0.74,0.5,0.6,-0.67,-0.2
1046,-1.1,-0.75,-0.24,-0.41,0.74,-0.71,-0.12,-0.18,2.03,0,0.49,-0.19,0.19,-0.39,0.74,0.5
1047,0.32,-1.1,-1.26,-0.32,-0.75,-0.24,-0.41,0.74,-0.71,-0.12,-0.18,2.03,0,0.49,-0.19,0.19
1048,0.5,0.32,-0.65,-0.62,-1.1,-1.26,-0.32,-0.75,-0.24,-0.41,0.74,-0.71,-0.12,-0.18,2.03,0
1049,-0.93,0.5,0.34,0.14,0.32,-0.65,-0.62,-1.1,-1.26,-0.32,-0.75,-0.24,-0.41,0.74,-0.71,-0.12
1050,-0.51,-0.93,0.01,-0.77,0.5,0.34,0.14,0.32,-0.65,-0.62,-1.1,-1.26,-0.32,-0.75,-0.24,-0.41
1051,0.23,-0.51,-1.43,0.68,-0.93,0.01,-0.77,0.5,0.34,0.14,0.32,-0.65,-0.62,-1.1,-1.26,-0.32
1052,0.25,0.23,-0.74,0.18,-0.51,-1.43,0.68,-0.93,0.01,-0.77,0.5,0.34,0.14,0.32,-0.65,-0.62
1053,0.16,0.25,0.71,0.81,0.23,-0.74,0.18,-0.51,-1.43,0.68,-0.93,0.01,-0.77,0.5,0.34,0.14
1054,0.12,0.16,0,-0.16,0.25,0.71,0.81,0.23,-0.74,0.18,-0.51,-1.43,0.68,-0.93,0.01,-0.77
1055,0.16,0.12,-0.9,0.03,0.16,0,-0.16,0.25,0.71,0.81,0.23,-0.74,0.18,-0.51,-1.43,0.68
1056,-0.3,0.16,-0.23,-0.01,0.12,-0.9,0.03,0.16,0,-0.16,0.25,0.71,0.81,0.23,-0.74,0.18
1057,0.51,-0.3,0.52,0.27,0.16,-0.23,-0.01,0.12,-0.9,0.03,0.16,0,-0.16,0.25,0.71,0.81
1058,-0.96,0.51,-0.34,0.21,-0.3,0.52,0.27,0.16,-0.23,-0.01,0.12,-0.9,0.03,0.16,0,-0.16
1059,0.48,-0.96,0.6,-0.74,0.51,-0.34,0.21,-0.3,0.52,0.27,0.16,-0.23,-0.01,0.12,-0.9,0.03
1060,0.44,0.48,-0.07,0.01,-0.96,0.6,-0.74,0.51,-0.34,0.21,-0.3,0.52,0.27,0.16,-0.23,-0.01
1061,0.09,0.44,0.36,0.58,0.48,-0.07,0.01,-0.96,0.6,-0.74,0.51,-0.34,0.21,-0.3,0.52,0.27
1062,0.37,0.09,1.07,-0.8,0.44,0.36,0.58,0.48,-0.07,0.01,-0.96,0.6,-0.74,0.51,-0.34,0.21
1063,-0.01,0.37,1,1.18,0.09,1.07,-0.8,0.44,0.36,0.58,0.48,-0.07,0.01,-0.96,0.6,-0.74
1064,1.35,-0.01,0.23,0.05,0.37,1,1.18,0.09,1.07,-0.8,0.44,0.36,0.58,0.48,-0.07,0.01
1065,0.22,1.35,-1.81,0.49,-0.01,0.23,0.05,0.37,1,1.18,0.09,1.07,-0.8,0.44,0.36,0.58
1066,0.21,0.22,2.58,0,1.35,-1.81,0.49,-0.01,0.23,0.05,0.37,1,1.18,0.09,1.07,-0.8
1067,0.33,0.21,-0.55,-0.98,0.22,2.58,0,1.35,-1.81,0.49,-0.01,0.23,0.05,0.37,1,1.18
1068,-0.03,0.33,-0.18,0.34,0.21,-0.55,-0.98,0.22,2.58,0,1.35,-1.81,0.49,-0.01,0.23,0.05
1069,0.59,-0.03,-1.15,-0.62,0.33,-0.18,0.34,0.21,-0.55,-0.98,0.22,2.58,0,1.35,-1.81,0.49
1070,-0.7,0.59,-0.2,-0.09,-0.03,-1.15,-0.62,0.33,-0.18,0.34,0.21,-0.55,-0.98,0.22,2.58,0
1071,0.42,-0.7,1.54,-0.25,0.59,-0.2,-0.09,-0.03,-1.15,-0.62,0.33,-0.18,0.34,0.21,-0.55,-0.98
1072,-0.38,0.42,-0.37,0.43,-0.7,1.54,-0.25,0.59,-0.2,-0.09,-0.03,-1.15,-0.62,0.33,-0.18,0.34
1073,-0.28,-0.38,0.27,-0.8,0.42,-0.37,0.43,-0.7,1.54,-0.25,0.59,-0.2,-0.09,-0.03,-1.15,-0.62
1074,0.06,-0.28,-0.58,0.27,-0.38,0.27,-0.8,0.42,-0.37,0.43,-0.7,1.54,-0.25,0.59,-0.2,-0.09
1075,0.22,0.06,-0.05,-0.26,-0.28,-0.58,0.27,-0.38,0.27,-0.8,0.42,-0.37,0.43,-0.7,1.54,-0.25
1076,-1.08,0.22,-0.33,0.61,0.06,-0.05,-0.26,-0.28,-0.58,0.27,-0.38,0.27,-0.8,0.42,-0.37,0.43
1077,0.44,-1.08,0.58,0.75,0.22,-0.33,0.61,0.06,-0.05,-0.26,-0.28,-0.58,0.27,-0.38,0.27,-0.8
1078,-0.24,0.44,-1.63,0.46,-1.08,0.58,0.75,0.22,-0.33,0.61,0.06,-0.05,-0.26,-0.28,-0.58,0.27
1079,0.6,-0.24,0.15,-0.14,0.44,-1.63,0.46,-1.08,0.58,0.75,0.22,-0.33,0.61,0.06,-0.05,-0.26
1080,0.52,0.6,0.1,0.79,-0.24,0.15,-0.14,0.44,-1.63,0.46,-1.08,0.58,0.75,0.22,-0.33,0.61
1081,0.32,0.52,1.5,0.49,0.6,0.1,0.79,-0.24,0.15,-0.14,0.44,-1.63,0.46,-1.08,0.58,0.75
1082,0.21,0.32,0.37,0.31,0.52,1.5,0.49,0.6,0.1,0.79,-0.24,0.15,-0.14,0.44,-1.63,0.46
1083,0.46,0.21,-1.06,-0.49,0.32,0.37,0.31,0.52,1.5,0.49,0.6,0.1,0.79,-0.24,0.15,-0.14
1084,0.94,0.46,0.95,0.16,0.21,-1.06,-0.49,0.32,0.37,0.31,0.52,1.5,0.49,0.6,0.1,0.79
1085,0.15,0.94,0.65,0.31,0.46,0.95,0.16,0.21,-1.06,-0.49,0.32,0.37,0.31,0.52,1.5,0.49
1086,0.13,0.15,0.49,-0.53,0.94,0.65,0.31,0.46,0.95,0.16,0.21,-1.06,-0.49,0.32,0.37,0.31
1087,0.17,0.13,0.63,-0.37,0.15,0.49,-0.53,0.94,0.65,0.31,0.46,0.95,0.16,0.21,-1.06,-0.49
1088,1.03,0.17,0.71,-0.08,0.13,0.63,-0.37,0.15,0.49,-0.53,0.94,0.65,0.31,0.46,0.95,0.16
1089,-0.5,1.03,-0.22,0.15,0.17,0.71,-0.08,0.13,0.63,-0.37,0.15,0.49,-0.53,0.94,0.65,0.31
1090,-0.33,-0.5,1.76,-0.2,1.03,-0.22,0.15,0.17,0.71,-0.08,0.13,0.63,-0.37,0.15,0.49,-0.53
1091,-0.18,-0.33,-1.53,0.57,-0.5,1.76,-0.2,1.03,-0.22,0.15,0.17,0.71,-0.08,0.13,0.63,-0.37
1092,0.02,-0.18,-0.13,-0.15,-0.33,-1.53,0.57,-0.5,1.76,-0.2,1.03,-0.22,0.15,0.17,0.71,-0.08
1093,-0.48,0.02,0.4,0.08,-0.18,-0.13,-0.15,-0.33,-1.53,0.57,-0.5,1.76,-0.2,1.03,-0.22,0.15
1094,0.58,-0.48,1.26,0.34,0.02,0.4,0.08,-0.18,-0.13,-0.15,-0.33,-1.53,0.57,-0.5,1.76,-0.2
1095,0.02,0.58,-0.7,0.37,-0.48,1.26,0.34,0.02,0.4,0.08,-0.18,-0.13,-0.15,-0.33,-1.53,0.57
1096,0.96,0.02,0.52,-0.38,0.58,-0.7,0.37,-0.48,1.26,0.34,0.02,0.4,0.08,-0.18,-0.13,-0.15
1097,-0.34,0.96,0.88,0.26,0.02,0.52,-0.38,0.58,-0.7,0.37,-0.48,1.26,0.34,0.02,0.4,0.08
1098,0.28,-0.34,0.19,-0.28,0.96,0.88,0.26,0.02,0.52,-0.38,0.58,-0.7,0.37,-0.48,1.26,0.34
1099,0.21,0.28,-0.85,0.01,-0.34,0.19,-0.28,0.96,0.88,0.26,0.02,0.52,-0.38,0.58,-0.7,0.37
1100,0.24,0.21,0.3,0.2,0.28,-0.85,0.01,-0.34,0.19,-0.28,0.96,0.88,0.26,0.02,0.52,-0.38
1101,0.42,0.24,0.4,-0.05,0.21,0.3,0.2,0.28,-0.85,0.01,-0.34,0.19,-0.28,0.96,0.88,0.26
1102,0.37,0.42,0.33,-0.04,0.24,0.4,-0.05,0.21,0.3,0.2,0.28,-0.85,0.01,-0.34,0.19,-0.28
1103,-1.02,0.37,2.65,0.01,0.42,0.33,-0.04,0.24,0.4,-0.05,0.21,0.3,0.2,0.28,-0.85,0.01
1104,-0.26,-1.02,-0.2,0.12,0.37,2.65,0.01,0.42,0.33,-0.04,0.24,0.4,-0.05,0.21,0.3,0.2
1105,-0.07,-0.26,-0.84,-0.52,-1.02,-0.2,0.12,0.37,2.65,0.01,0.42,0.33,-0.04,0.24,0.4,-0.05
1106,0.21,-0.07,-0.33,-1.41,-0.26,-0.84,-0.52,-1.02,-0.2,0.12,0.37,2.65,0.01,0.42,0.33,-0.04
1107,0.47,0.21,0.92,0.13,-0.07,-0.33,-1.41,-0.26,-0.84,-0.52,-1.02,-0.2,0.12,0.37,2.65,0.01
1108,1.11,0.47,0.16,0.54,0.21,0.92,0.13,-0.07,-0.33,-1.41,-0.26,-0.84,-0.52,-1.02,-0.2,0.12
1109,0.38,1.11,-0.21,0.26,0.47,0.16,0.54,0.21,0.92,0.13,-0.07,-0.33,-1.41,-0.26,-0.84,-0.52
1110,-0.39,0.38,3.21,0.3,1.11,-0.21,0.26,0.47,0.16,0.54,0.21,0.92,0.13,-0.07,-0.33,-1.41
1111,0.24,-0.39,-1.69,1.9,0.38,3.21,0.3,1.11,-0.21,0.26,0.47,0.16,0.54,0.21,0.92,0.13
1112,0.82,0.24,-1.72,-0.47,-0.39,-1.69,1.9,0.38,3.21,0.3,1.11,-0.21,0.26,0.47,0.16,0.54
1113,1.24,0.82,1.48,-0.05,0.24,-1.72,-0.47,-0.39,-1.69,1.9,0.38,3.21,0.3,1.11,-0.21,0.26
1114,-0.76,1.24,1.79,0.1,0.82,1.48,-0.05,0.24,-1.72,-0.47,-0.39,-1.69,1.9,0.38,3.21,0.3
1115,2.01,-0.76,-0.66,0.03,1.24,1.79,0.1,0.82,1.48,-0.05,0.24,-1.72,-0.47,-0.39,-1.69,1.9
1116,-1.01,2.01,0.13,0.99,-0.76,-0.66,0.03,1.24,1.79,0.1,0.82,1.48,-0.05,0.24,-1.72,-0.47
1117,-1.27,-1.01,2.39,-0.34,2.01,0.13,0.99,-0.76,-0.66,0.03,1.24,1.79,0.1,0.82,1.48,-0.05
1118,0.66,-1.27,-0.21,0.01,-1.01,2.39,-0.34,2.01,0.13,0.99,-0.76,-0.66,0.03,1.24,1.79,0.1
1119,0.49,0.66,2.52,-0.15,-1.27,-0.21,0.01,-1.01,2.39,-0.34,2.01,0.13,0.99,-0.76,-0.66,0.03
1120,-0.77,0.49,-0.07,-0.37,0.66,2.52,-0.15,-1.27,-0.21,0.01,-1.01,2.39,-0.34,2.01,0.13,0.99
1121,0.67,-0.77,-0.04,-1.11,0.49,-0.07,-0.37,0.66,2.52,-0.15,-1.27,-0.21,0.01,-1.01,2.39,-0.34
1122,-0.04,0.67,-1.43,0.51,-0.77,-0.04,-1.11,0.49,-0.07,-0.37,0.66,2.52,-0.15,-1.27,-0.21,0.01
1123,-1.06,-0.04,0.42,0.12,0.67,-1.43,0.51,-0.77,-0.04,-1.11,0.49,-0.07,-0.37,0.66,2.52,-0.15
1124,0.61,-1.06,-1.27,-0.65,-0.04,0.42,0.12,0.67,-1.43,0.51,-0.77,-0.04,-1.11,0.49,-0.07,-0.37
1125,0.42,0.61,-1.82,1.03,-1.06,-1.27,-0.65,-0.04,0.42,0.12,0.67,-1.43,0.51,-0.77,-0.04,-1.11
1126,1.07,0.42,0.13,0.2,0.61,-1.82,1.03,-1.06,-1.27,-0.65,-0.04,0.42,0.12,0.67,-1.43,0.51
1127,0.64,1.07,-1.64,-0.57,0.42,0.13,0.2,0.61,-1.82,1.03,-1.06,-1.27,-0.65,-0.04,0.42,0.12
1128,-1.59,0.64,-0.36,0.36,1.07,-1.64,-0.57,0.42,0.13,0.2,0.61,-1.82,1.03,-1.06,-1.27,-0.65
1129,1.1,-1.59,1.81,-0.29,0.64,-0.36,0.36,1.07,-1.64,-0.57,0.42,0.13,0.2,0.61,-1.82,1.03
1130,0.45,1.1,-3.09,-0.08,-1.59,1.81,-0.29,0.64,-0.36,0.36,1.07,-1.64,-0.57,0.42,0.13,0.2
1131,-0.68,0.45,0.41,-0.44,1.1,-3.09,-0.08,-1.59,1.81,-0.29,0.64,-0.36,0.36,1.07,-1.64,-0.57
1132,-0.85,-0.68,-1.4,0.24,0.45,0.41,-0.44,1.1,-3.09,-0.08,-1.59,1.81,-0.29,0.64,-0.36,0.36
1133,-0.55,-0.85,-0.49,-0.46,-0.68,-1.4,0.24,0.45,0.41,-0.44,1.1,-3.09,-0.08,-1.59,1.81,-0.29
1134,0.47,-0.55,-0.85,-0.07,-0.85,-0.49,-0.46,-0.68,-1.4,0.24,0.45,0.41,-0.44,1.1,-3.09,-0.08
1135,-0.77,0.47,-0.93,-0.29,-0.55,-0.85,-0.07,-0.85,-0.49,-0.46,-0.68,-1.4,0.24,0.45,0.41,-0.44
1136,-2.12,-0.77,1.07,-0.07,0.47,-0.93,-0.29,-0.55,-0.85,-0.07,-0.85,-0.49,-0.46,-0.68,-1.4,0.24
1137,-0.7,-2.12,-0.07,-1.3,-0.77,1.07,-0.07,0.47,-0.93,-0.29,-0.55,-0.85,-0.07,-0.85,-0.49,-0.46
1138,0.83,-0.7,-3.04,0.26,-2.12,-0.07,-1.3,-0.77,1.07,-0.07,0.47,-0.93,-0.29,-0.55,-0.85,-0.07
1139,0.53,0.83,-0.05,1.08,-0.7,-3.04,0.26,-2.12,-0.07,-1.3,-0.77,1.07,-0.07,0.47,-0.93,-0.29
